Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,ReadModifyWrite,1683657642.958703,2049231,29,1
1,ReadModifyWrite,1683657642.965195,4844,11,1
1,ReadModifyWrite,1683657642.965737,39689,28,1
1,ReadModifyWrite,1683657642.965737,26932,7,1
1,ReadModifyWrite,1683657642.965983,27343,27,1
1,ReadModifyWrite,1683657642.970048,1028389,11,1
1,ReadModifyWrite,1683657642.970411,4468,30,1
1,ReadModifyWrite,1683657642.972496,2021776,14,1
1,ReadModifyWrite,1683657642.974884,1010968,30,1
1,ReadModifyWrite,1683657642.984400,2029115,24,1
1,ReadModifyWrite,1683657642.987795,11845,17,1
1,ReadModifyWrite,1683657642.988585,1016640,1,1
1,ReadModifyWrite,1683657642.988616,997299,13,1
1,ReadModifyWrite,1683657642.988629,1000508,9,1
1,ReadModifyWrite,1683657642.988692,2024239,10,1
1,ReadModifyWrite,1683657642.988899,19800,23,1
1,ReadModifyWrite,1683657642.988951,17898,31,1
1,ReadModifyWrite,1683657642.990323,2027949,25,1
1,ReadModifyWrite,1683657642.992678,1024423,7,1
1,ReadModifyWrite,1683657642.992909,5646,22,1
1,ReadModifyWrite,1683657642.993069,4862,19,1
1,ReadModifyWrite,1683657642.993337,5912,27,1
1,ReadModifyWrite,1683657642.994169,13930,15,1
1,ReadModifyWrite,1683657642.994847,8741,12,1
1,ReadModifyWrite,1683657642.996309,2035664,8,1
1,ReadModifyWrite,1683657642.997937,1008010,19,1
1,ReadModifyWrite,1683657642.998560,2013494,22,1
1,ReadModifyWrite,1683657642.999255,8425,27,1
1,ReadModifyWrite,1683657642.999647,4551,17,1
1,ReadModifyWrite,1683657643.003594,1008509,12,1
1,ReadModifyWrite,1683657643.004202,2019438,17,1
1,ReadModifyWrite,1683657643.005431,1016450,28,1
1,ReadModifyWrite,1683657643.006874,1001720,31,1
1,ReadModifyWrite,1683657643.007685,2002822,27,1
1,ReadModifyWrite,1683657643.008107,1000979,15,1
1,ReadModifyWrite,1683657643.008704,4206,23,1
1,ReadModifyWrite,1683657643.012915,2019557,23,1
1,ReadModifyWrite,1683657643.973874,37376,4,1
1,ReadModifyWrite,1683657643.976794,5164,21,1
1,ReadModifyWrite,1683657643.980126,41880,26,1
1,ReadModifyWrite,1683657643.981966,1046240,21,1
1,ReadModifyWrite,1683657643.985405,1042393,16,1
1,ReadModifyWrite,1683657643.985857,1027308,30,1
1,ReadModifyWrite,1683657643.985919,31538,13,1
1,ReadModifyWrite,1683657643.989142,1021600,9,1
1,ReadModifyWrite,1683657643.998189,1025303,20,1
1,ReadModifyWrite,1683657643.998444,22936,11,1
1,ReadModifyWrite,1683657644.001442,1029980,5,1
1,ReadModifyWrite,1683657644.005231,11727,1,1
1,ReadModifyWrite,1683657644.005809,16056,0,1
1,ReadModifyWrite,1683657644.005955,1003830,19,1
1,ReadModifyWrite,1683657644.007408,2026256,3,1
1,ReadModifyWrite,1683657644.008600,2027948,31,1
1,ReadModifyWrite,1683657644.009094,8610,15,1
1,ReadModifyWrite,1683657644.011257,1021241,4,1
1,ReadModifyWrite,1683657644.012110,2021684,12,1
1,ReadModifyWrite,1683657644.016967,1006707,1,1
1,ReadModifyWrite,1683657644.017106,1006438,7,1
1,ReadModifyWrite,1683657644.017466,3031756,13,1
1,ReadModifyWrite,1683657644.017708,4721,15,1
1,ReadModifyWrite,1683657644.021387,1002855,11,1
1,ReadModifyWrite,1683657644.021871,2003518,0,1
1,ReadModifyWrite,1683657644.021891,1001759,28,1
1,ReadModifyWrite,1683657644.022011,2014120,26,1
1,ReadModifyWrite,1683657644.022436,2017405,15,1
1,ReadModifyWrite,1683657644.989799,2062907,6,1
1,ReadModifyWrite,1683657644.994284,3079146,14,1
1,ReadModifyWrite,1683657645.007944,1063227,29,1
1,ReadModifyWrite,1683657645.008197,24149,2,1
1,ReadModifyWrite,1683657645.009790,13118,19,1
1,ReadModifyWrite,1683657645.010524,1023121,27,1
1,ReadModifyWrite,1683657645.010748,6097,9,1
1,ReadModifyWrite,1683657645.012062,1017790,22,1
1,ReadModifyWrite,1683657645.012938,1012593,10,1
1,ReadModifyWrite,1683657645.013172,1023768,30,1
1,ReadModifyWrite,1683657645.013523,3062902,24,1
1,ReadModifyWrite,1683657645.016851,15718,9,1
1,ReadModifyWrite,1683657645.017803,7600,18,1
1,ReadModifyWrite,1683657645.018278,1023168,25,1
1,ReadModifyWrite,1683657645.022915,1003364,19,1
1,ReadModifyWrite,1683657645.023498,1023905,20,1
1,ReadModifyWrite,1683657645.023559,4044047,7,1
1,ReadModifyWrite,1683657645.023645,3038167,17,1
1,ReadModifyWrite,1683657645.023656,2035700,28,1
1,ReadModifyWrite,1683657645.023686,3062442,1,1
1,ReadModifyWrite,1683657645.024247,3033934,11,1
1,ReadModifyWrite,1683657645.025409,1046326,18,1
1,ReadModifyWrite,1683657645.027805,1043950,16,1
1,ReadModifyWrite,1683657645.028212,2012770,21,1
1,ReadModifyWrite,1683657645.031429,5226,5,1
1,ReadModifyWrite,1683657645.031988,4035867,8,1
1,ReadModifyWrite,1683657645.032353,1007368,2,1
1,ReadModifyWrite,1683657645.032480,2017934,23,1
1,ReadModifyWrite,1683657645.032505,2009131,4,1
1,ReadModifyWrite,1683657645.032574,2035744,9,1
1,ReadModifyWrite,1683657645.036661,1039701,5,1
1,ReadModifyWrite,1683657646.025402,2059032,0,1
1,ReadModifyWrite,1683657646.025542,5277,10,1
1,ReadModifyWrite,1683657646.026286,1043452,19,1
1,ReadModifyWrite,1683657646.029861,4038930,22,1
1,ReadModifyWrite,1683657646.030826,2028174,10,1
1,ReadModifyWrite,1683657646.033693,6053046,3,1
1,ReadModifyWrite,1683657646.033713,2053838,27,1
1,ReadModifyWrite,1683657646.033800,5481,12,1
1,ReadModifyWrite,1683657646.036143,30149,26,1
1,ReadModifyWrite,1683657646.036554,8817,31,1
1,ReadModifyWrite,1683657646.036946,3031211,30,1
1,ReadModifyWrite,1683657646.039289,1012897,12,1
1,ReadModifyWrite,1683657646.039754,1026363,2,1
1,ReadModifyWrite,1683657646.039847,1029363,15,1
1,ReadModifyWrite,1683657646.041452,2014787,25,1
1,ReadModifyWrite,1683657646.045377,2017545,31,1
1,ReadModifyWrite,1683657646.047412,28447,20,1
1,ReadModifyWrite,1683657646.066309,986397,26,1
1,ReadModifyWrite,1683657646.071183,1987811,29,1
1,ReadModifyWrite,1683657646.071744,5395,18,1
1,ReadModifyWrite,1683657646.071764,10490,16,1
1,ReadModifyWrite,1683657646.075866,2992558,20,1
1,ReadModifyWrite,1683657646.076369,4750,5,1
1,ReadModifyWrite,1683657646.077143,4693,18,1
1,ReadModifyWrite,1683657646.081124,994292,5,1
1,ReadModifyWrite,1683657646.081839,1973146,18,1
1,ReadModifyWrite,1683657646.082264,3985241,16,1
1,ReadModifyWrite,1683657647.040996,3023665,21,1
1,ReadModifyWrite,1683657647.041644,4715,4,1
1,ReadModifyWrite,1683657647.046366,17610,4,1
1,ReadModifyWrite,1683657647.049229,5212,13,1
1,ReadModifyWrite,1683657647.050420,4543,23,1
1,ReadModifyWrite,1683657647.052192,4900,12,1
1,ReadModifyWrite,1683657647.052714,3014235,26,1
1,ReadModifyWrite,1683657647.052714,9232,6,1
1,ReadModifyWrite,1683657647.054448,2008075,13,1
1,ReadModifyWrite,1683657647.054970,2009258,23,1
1,ReadModifyWrite,1683657647.057117,3014013,12,1
1,ReadModifyWrite,1683657647.059362,2002829,28,1
1,ReadModifyWrite,1683657647.061951,3005192,6,1
1,ReadModifyWrite,1683657647.063983,6063483,4,1
1,ReadModifyWrite,1683657647.066123,3007498,2,1
1,ReadModifyWrite,1683657647.068323,2000941,9,1
1,ReadModifyWrite,1683657647.069217,5078436,15,1
1,ReadModifyWrite,1683657647.069743,3000985,19,1
1,ReadModifyWrite,1683657647.075422,5072087,5,1
1,ReadModifyWrite,1683657648.054996,2011456,18,1
1,ReadModifyWrite,1683657648.056247,1001841,25,1
1,ReadModifyWrite,1683657648.058190,3017220,11,1
1,ReadModifyWrite,1683657648.059002,2016488,29,1
1,ReadModifyWrite,1683657648.059009,2011410,10,1
1,ReadModifyWrite,1683657648.061819,3008870,17,1
1,ReadModifyWrite,1683657648.062928,5093857,31,1
1,ReadModifyWrite,1683657648.073439,1999218,14,1
1,ReadModifyWrite,1683657648.076433,1001403,24,1
1,ReadModifyWrite,1683657648.084440,5079370,0,1
1,ReadModifyWrite,1683657648.086135,1984472,1,1
1,ReadModifyWrite,1683657648.087558,5063725,27,1
1,ReadModifyWrite,1683657649.058098,4060098,25,1
1,ReadModifyWrite,1683657649.062198,4067388,28,1
1,ReadModifyWrite,1683657649.062533,4067125,13,1
1,ReadModifyWrite,1683657649.064235,1001510,23,1
1,ReadModifyWrite,1683657649.067614,9381,7,1
1,ReadModifyWrite,1683657649.067859,3015601,8,1
1,ReadModifyWrite,1683657649.068165,3080823,30,1
1,ReadModifyWrite,1683657649.068433,3079316,20,1
1,ReadModifyWrite,1683657649.069270,4083285,9,1
1,ReadModifyWrite,1683657649.077001,1992285,7,1
1,ReadModifyWrite,1683657649.077844,3068646,24,1
1,ReadModifyWrite,1683657650.064673,1004307,21,1
1,ReadModifyWrite,1683657650.065755,2083098,23,1
1,ReadModifyWrite,1683657650.066461,1002373,18,1
1,ReadModifyWrite,1683657650.066957,1007678,26,1
1,ReadModifyWrite,1683657650.067151,1012926,6,1
1,ReadModifyWrite,1683657650.067512,1001641,16,1
1,ReadModifyWrite,1683657650.068795,3085934,22,1
1,ReadModifyWrite,1683657650.070454,2010545,10,1
1,ReadModifyWrite,1683657650.070613,2000610,1,1
1,ReadModifyWrite,1683657650.070735,3056371,19,1
1,ReadModifyWrite,1683657650.071140,2011901,12,1
1,ReadModifyWrite,1683657650.072664,1003839,14,1
1,ReadModifyWrite,1683657650.073628,3081781,2,1
1,ReadModifyWrite,1683657650.075497,3051015,29,1
1,ReadModifyWrite,1683657651.068846,2049336,18,1
1,ReadModifyWrite,1683657651.068990,2081098,21,1
1,ReadModifyWrite,1683657651.069160,2081488,16,1
1,ReadModifyWrite,1683657651.069294,2100628,7,1
1,ReadModifyWrite,1683657651.070694,1001614,17,1
1,ReadModifyWrite,1683657651.074642,2083287,26,1
1,ReadModifyWrite,1683657651.075417,3056201,11,1
1,ReadModifyWrite,1683657651.076508,4097902,14,1
1,ReadModifyWrite,1683657651.080084,2077148,6,1
1,ReadModifyWrite,1683657652.071236,1099317,1,1
1,ReadModifyWrite,1683657652.072318,1078791,17,1
1,ReadModifyWrite,1683657652.081012,1076860,10,1
1,ReadModifyWrite,1683657652.083055,4920,12,1
1,ReadModifyWrite,1683657652.083497,1067023,8,1
1,ReadModifyWrite,1683657652.086746,1064197,3,1
1,ReadModifyWrite,1683657652.087980,1029688,12,1
1,ReadModifyWrite,1683657652.146507,1017568,24,1
1,ReadModifyWrite,1683657652.147519,1016597,5,1
1,ReadModifyWrite,1683657652.147661,2012340,15,1
1,ReadModifyWrite,1683657652.147757,981327,20,1
1,ReadModifyWrite,1683657652.148882,2017223,23,1
1,ReadModifyWrite,1683657652.148994,3025264,30,1
1,ReadModifyWrite,1683657653.117689,49153,12,1
1,ReadModifyWrite,1683657653.118192,50845,18,1
1,ReadModifyWrite,1683657653.118219,1008805,25,1
1,ReadModifyWrite,1683657653.126521,2053065,29,1
1,ReadModifyWrite,1683657653.127117,36915,19,1
1,ReadModifyWrite,1683657653.127472,4009954,4,1
1,ReadModifyWrite,1683657653.129092,2042514,20,1
1,ReadModifyWrite,1683657653.129593,43311,28,1
1,ReadModifyWrite,1683657653.129664,39939,13,1
1,ReadModifyWrite,1683657653.150096,20668,21,1
1,ReadModifyWrite,1683657653.150572,4993112,8,1
1,ReadModifyWrite,1683657653.150657,1006365,16,1
1,ReadModifyWrite,1683657653.150950,2024940,3,1
1,ReadModifyWrite,1683657653.151116,12162,17,1
1,ReadModifyWrite,1683657653.151289,2017742,27,1
1,ReadModifyWrite,1683657653.152562,1014549,9,1
1,ReadModifyWrite,1683657653.154737,2030502,22,1
1,ReadModifyWrite,1683657653.155415,1010562,2,1
1,ReadModifyWrite,1683657653.156792,2017319,31,1
1,ReadModifyWrite,1683657653.157238,4668,6,1
1,ReadModifyWrite,1683657653.157885,4992220,10,1
1,ReadModifyWrite,1683657653.157935,2017358,26,1
1,ReadModifyWrite,1683657653.161913,7183,6,1
1,ReadModifyWrite,1683657653.163283,2019390,17,1
1,ReadModifyWrite,1683657653.163817,4716,0,1
1,ReadModifyWrite,1683657653.164040,2020946,19,1
1,ReadModifyWrite,1683657653.164082,4990461,24,1
1,ReadModifyWrite,1683657653.164125,5004972,5,1
1,ReadModifyWrite,1683657653.166848,2019643,12,1
1,ReadModifyWrite,1683657653.168541,1003438,0,1
1,ReadModifyWrite,1683657653.169042,3022076,18,1
1,ReadModifyWrite,1683657653.169102,2004587,6,1
1,ReadModifyWrite,1683657653.169611,5529,13,1
1,ReadModifyWrite,1683657653.169926,4980726,7,1
1,ReadModifyWrite,1683657653.170562,2000478,1,1
1,ReadModifyWrite,1683657653.170770,4998376,21,1
1,ReadModifyWrite,1683657653.172911,4996032,28,1
1,ReadModifyWrite,1683657653.175147,4975854,13,1
1,ReadModifyWrite,1683657654.127035,1054999,25,1
1,ReadModifyWrite,1683657654.131628,15790,11,1
1,ReadModifyWrite,1683657654.147427,4021709,11,1
1,ReadModifyWrite,1683657654.160007,1025411,15,1
1,ReadModifyWrite,1683657654.165985,2024574,2,1
1,ReadModifyWrite,1683657654.166113,2029107,23,1
1,ReadModifyWrite,1683657654.171984,1010690,0,1
1,ReadModifyWrite,1683657655.169045,1017309,27,1
1,ReadModifyWrite,1683657655.171053,1022601,1,1
1,ReadModifyWrite,1683657655.173698,2977261,6,1
1,ReadModifyWrite,1683657655.174118,1018574,31,1
1,ReadModifyWrite,1683657655.175299,10719,26,1
1,ReadModifyWrite,1683657655.175898,2968752,3,1
1,ReadModifyWrite,1683657655.179594,1007766,29,1
1,ReadModifyWrite,1683657655.182040,2972675,25,1
1,ReadModifyWrite,1683657655.182679,2968159,17,1
1,ReadModifyWrite,1683657655.185244,1001557,22,1
1,ReadModifyWrite,1683657655.185425,10201,15,1
1,ReadModifyWrite,1683657655.186024,4873,26,1
1,ReadModifyWrite,1683657655.186497,2982724,12,1
1,ReadModifyWrite,1683657655.195633,2957768,15,1
1,ReadModifyWrite,1683657656.186365,1969154,27,1
1,ReadModifyWrite,1683657656.192699,4605,31,1
1,ReadModifyWrite,1683657656.193660,4517,1,1
1,ReadModifyWrite,1683657656.195227,1973305,23,1
1,ReadModifyWrite,1683657656.197308,4019,31,1
1,ReadModifyWrite,1683657658.143706,8342,8,1
1,ReadModifyWrite,1683657658.153406,3068,15,1
